ID	H01.metaphlan2.profile	H02.metaphlan2.profile	H03.metaphlan2.profile	H04.metaphlan2.profile	H05.metaphlan2.profile	H06.metaphlan2.profile	H07.metaphlan2.profile	H08.metaphlan2.profile	H09.metaphlan2.profile	H10.metaphlan2.profile	H11.metaphlan2.profile	H12.metaphlan2.profile	H13.metaphlan2.profile	P01.metaphlan2.profile	P02.metaphlan2.profile	P03.metaphlan2.profile	P04.metaphlan2.profile	P05.metaphlan2.profile	P06.metaphlan2.profile	P07.metaphlan2.profile	P08.metaphlan2.profile	P09.metaphlan2.profile	P10.metaphlan2.profile	P11.metaphlan2.profile	P12.metaphlan2.profile	P13.metaphlan2.profile	P14.metaphlan2.profile
#SampleID	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_kingae	0.0	0.0	0.02073	0.0	0.11122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0186	0.0	0.0	0.0	0.0	0.01407	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_kingae|t__Kingella_kingae_unclassified	0.0	0.0	0.02073	0.0	0.11122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0186	0.0	0.0	0.0	0.0	0.01407	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_oralis	0.0	0.0	0.0	0.0	0.00597	0.0	0.0	0.05134	0.0	0.06088	0.08187	0.0	0.0	0.0	0.2068	0.00491	0.3991	0.12757	0.0	0.0	0.0	0.0	0.0	0.04379	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_oralis|t__GCF_000160435	0.0	0.0	0.0	0.0	0.00597	0.0	0.0	0.05134	0.0	0.06088	0.08187	0.0	0.0	0.0	0.2068	0.00491	0.3991	0.12757	0.0	0.0	0.0	0.0	0.0	0.04379	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.02189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02257	0.11233	0.0	0.0	0.0	0.0	0.0	0.01178	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	10.02491	4.90218	35.13596	20.13786	16.25443	8.34764	2.1517	1.05678	6.85873	6.71358	5.86897	12.1832	1.59102	3.05615	1.87535	0.36619	4.58029	2.26678	5.19956	12.88277	0.96513	7.67313	9.42486	13.0372	0.39602	6.38939	7.08
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_bacilliformis	0.0	0.01337	0.0	0.10716	0.0	0.0	0.0	0.59774	0.09023	0.01451	0.00689	0.0	0.0	0.0	0.0	0.16758	0.87322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_bacilliformis|t__GCF_000194925	0.0	0.01337	0.0	0.10716	0.0	0.0	0.0	0.59774	0.09023	0.01451	0.00689	0.0	0.0	0.0	0.0	0.16758	0.87322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_cinerea	0.0	0.01327	0.0	0.03416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_cinerea|t__GCF_000173895	0.0	0.01327	0.0	0.03416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_elongata	0.27591	0.0	0.42403	0.13197	0.02357	0.0	0.0	0.24444	0.0	0.0172	0.0	0.0	0.0	0.03121	0.34695	0.08706	1.31296	0.61271	0.06603	0.23837	0.0	0.42396	1.05451	0.21743	0.0	0.04148	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_elongata|t__GCF_000176755	0.27591	0.0	0.42403	0.13197	0.02357	0.0	0.0	0.24444	0.0	0.0172	0.0	0.0	0.0	0.03121	0.34695	0.08706	1.31296	0.61271	0.06603	0.23837	0.0	0.42396	1.05451	0.21743	0.0	0.04148	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens	7.58928	0.3499	27.37223	12.79365	10.32158	3.25801	0.79623	0.13782	5.60918	3.50627	4.51935	6.2848	1.07183	0.92525	0.19958	0.11155	0.42753	1.36969	1.48318	11.08481	0.0	2.32153	5.03077	6.24915	0.24055	2.03644	4.14069
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens|t__Neisseria_flavescens_unclassified	7.58928	0.3499	27.37223	12.79365	10.32158	3.25801	0.79623	0.13782	5.60918	3.50627	4.51935	6.2848	1.07183	0.92525	0.19958	0.11155	0.42753	1.36969	1.48318	11.08481	0.0	2.32153	5.03077	6.24915	0.24055	2.03644	4.14069
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_gonorrhoeae	0.0	0.0	0.0	0.0	0.04106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_gonorrhoeae|t__Neisseria_gonorrhoeae_unclassified	0.0	0.0	0.0	0.0	0.04106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_lactamica	0.0	0.0	0.03595	0.0	0.0	0.0	0.01224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01674	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_lactamica|t__Neisseria_lactamica_unclassified	0.0	0.0	0.03595	0.0	0.0	0.0	0.01224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01674	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_macacae	0.02323	0.0	0.12078	0.0	0.0	0.0	0.0	0.0	0.0	0.03738	0.0	0.0	0.0	0.0087	0.0	0.0	0.0	0.0	0.18229	0.00857	0.0	0.0	0.17205	0.08028	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_macacae|t__GCF_000220865	0.02323	0.0	0.12078	0.0	0.0	0.0	0.0	0.0	0.0	0.03738	0.0	0.0	0.0	0.0087	0.0	0.0	0.0	0.0	0.18229	0.00857	0.0	0.0	0.17205	0.08028	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_meningitidis	0.02399	0.0	0.0191	0.24604	0.0	0.03376	0.0205	0.01348	0.0	0.01205	0.0	0.3133	0.20186	0.07828	0.0	0.0	0.04282	0.19671	0.0	0.10605	0.0	0.39067	0.2035	0.06379	0.0	0.26017	0.01979
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_meningitidis|t__Neisseria_meningitidis_unclassified	0.02399	0.0	0.0191	0.24604	0.0	0.03376	0.0205	0.01348	0.0	0.01205	0.0	0.3133	0.20186	0.07828	0.0	0.0	0.04282	0.19671	0.0	0.10605	0.0	0.39067	0.2035	0.06379	0.0	0.26017	0.01979
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca	0.17439	0.0	2.26057	0.03191	0.35016	0.0	0.04948	0.02701	0.0072	0.13522	0.0	0.46545	0.0	0.2276	0.63873	0.0	0.0	0.08767	0.20597	0.68414	0.0	0.0	0.66301	0.22348	0.0	0.0	0.03563
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca|t__Neisseria_sicca_unclassified	0.17439	0.0	2.26057	0.03191	0.35016	0.0	0.04948	0.02701	0.0072	0.13522	0.0	0.46545	0.0	0.2276	0.63873	0.0	0.0	0.08767	0.20597	0.68414	0.0	0.0	0.66301	0.22348	0.0	0.0	0.03563
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp_oral_taxon_014	0.0	0.0	4.19347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp_oral_taxon_014|t__GCF_000090875	0.0	0.0	4.19347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_subflava	0.47692	2.92288	0.70985	0.60866	1.16443	1.43372	0.20201	0.03629	1.15211	0.25917	0.08157	0.18482	0.0	0.10369	0.0	0.0	0.12772	0.0	0.20497	0.73649	0.0	0.12392	0.20137	6.07956	0.03844	1.02781	0.05241
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_subflava|t__GCF_000173955	0.47692	2.92288	0.70985	0.60866	1.16443	1.43372	0.20201	0.03629	1.15211	0.25917	0.08157	0.18482	0.0	0.10369	0.0	0.0	0.12772	0.0	0.20497	0.73649	0.0	0.12392	0.20137	6.07956	0.03844	1.02781	0.05241
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_unclassified	1.4612	1.60276	0.0	6.1843	4.35363	3.62215	1.07124	0.0	0.0	2.73177	1.26116	4.93483	0.31733	1.68144	0.69009	0.0	1.79604	0.0	3.05711	0.0	0.96513	4.41305	2.09964	0.12351	0.11702	3.02349	2.83149
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Simonsiella	0.0	0.0	0.20527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12886	0.0	0.0	0.0	0.0	0.0	0.0	0.14087	0.10299	0.0	0.23287	0.0	0.04384	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Simonsiella|s__Simonsiella_muelleri	0.0	0.0	0.20527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12886	0.0	0.0	0.0	0.0	0.0	0.0	0.14087	0.10299	0.0	0.23287	0.0	0.04384	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Simonsiella|s__Simonsiella_muelleri|t__GCF_000163775	0.0	0.0	0.20527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12886	0.0	0.0	0.0	0.0	0.0	0.0	0.14087	0.10299	0.0	0.23287	0.0	0.04384	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10045	0.1405	0.2053	0.0	0.0	0.00742	0.06133	0.51566	0.0	0.16229	0.0	0.02309	0.53584	0.0541
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10045	0.1405	0.2053	0.0	0.0	0.00742	0.06133	0.51566	0.0	0.16229	0.0	0.02309	0.53584	0.0541
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10045	0.1405	0.2053	0.0	0.0	0.00742	0.06133	0.51566	0.0	0.16229	0.0	0.02309	0.53584	0.0541
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfobulbus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10045	0.1405	0.2053	0.0	0.0	0.00742	0.06133	0.51566	0.0	0.16229	0.0	0.02309	0.53584	0.0541
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfobulbus|s__Desulfobulbus_sp_oral_taxon_041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10045	0.1405	0.2053	0.0	0.0	0.00742	0.06133	0.51566	0.0	0.16229	0.0	0.02309	0.53584	0.0541
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfobulbus|s__Desulfobulbus_sp_oral_taxon_041|t__Desulfobulbus_sp_oral_taxon_041_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10045	0.1405	0.2053	0.0	0.0	0.00742	0.06133	0.51566	0.0	0.16229	0.0	0.02309	0.53584	0.0541
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.25254	0.14699	0.0437	0.0	0.01845	0.42382	0.03698	0.1262	0.0	0.02089	0.02097	0.0	0.36341	0.08686	0.19425	0.93393	1.13695	0.37059	0.32239	0.9411	0.69742	0.0	1.91429	0.32802	0.24179	0.0	0.54683
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.25254	0.14699	0.0437	0.0	0.01845	0.42382	0.03698	0.1262	0.0	0.02089	0.02097	0.0	0.36341	0.08686	0.19425	0.93393	1.13695	0.37059	0.32239	0.9411	0.69742	0.0	1.91429	0.32802	0.24179	0.0	0.54683
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0.25254	0.14699	0.0437	0.0	0.01845	0.42382	0.03698	0.1262	0.0	0.02089	0.02097	0.0	0.36341	0.08686	0.19425	0.93393	1.13695	0.37059	0.32239	0.9411	0.69742	0.0	1.91429	0.32802	0.24179	0.0	0.54683
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	0.25254	0.14699	0.0437	0.0	0.01845	0.42382	0.03698	0.1262	0.0	0.02089	0.02097	0.0	0.36341	0.08686	0.19425	0.93393	1.13695	0.37059	0.32239	0.9411	0.69742	0.0	1.91429	0.32802	0.24179	0.0	0.54683
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus	0.16317	0.13695	0.00221	0.0	0.01845	0.15807	0.03698	0.08693	0.0	0.0	0.0	0.0	0.36341	0.04414	0.0	0.0	0.02124	0.0	0.078	0.06375	0.0	0.0	0.02282	0.13037	0.14317	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus|t__GCF_000017725	0.16317	0.13695	0.00221	0.0	0.01845	0.15807	0.03698	0.08693	0.0	0.0	0.0	0.0	0.36341	0.04414	0.0	0.0	0.02124	0.0	0.078	0.06375	0.0	0.0	0.02282	0.13037	0.14317	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_curvus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_curvus|t__Campylobacter_curvus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_gracilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04272	0.07121	0.168	0.43235	0.0	0.03552	0.10741	0.23312	0.0	1.1263	0.14337	0.03452	0.0	0.14424
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_gracilis|t__GCF_000175875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04272	0.07121	0.168	0.43235	0.0	0.03552	0.10741	0.23312	0.0	1.1263	0.14337	0.03452	0.0	0.14424
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_rectus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38175	0.0	0.07994	0.00765	0.08013	0.26295	0.0	0.11237	0.0	0.02633	0.0	0.2444
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_rectus|t__GCF_000174175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38175	0.0	0.07994	0.00765	0.08013	0.26295	0.0	0.11237	0.0	0.02633	0.0	0.2444
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae	0.08937	0.01005	0.04149	0.0	0.0	0.26575	0.0	0.03927	0.0	0.02089	0.02097	0.0	0.0	0.0	0.12304	0.38419	0.62369	0.29065	0.20122	0.68981	0.20135	0.0	0.6528	0.05428	0.03777	0.0	0.15819
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae|t__Campylobacter_showae_unclassified	0.08937	0.01005	0.04149	0.0	0.0	0.26575	0.0	0.03927	0.0	0.02089	0.02097	0.0	0.0	0.0	0.12304	0.38419	0.62369	0.29065	0.20122	0.68981	0.20135	0.0	0.6528	0.05428	0.03777	0.0	0.15819
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	9.66585	25.70646	7.05741	17.15486	14.04401	10.50586	3.62801	27.05586	9.60118	23.54969	10.02326	28.26004	14.84479	6.57142	0.94092	5.36291	9.17207	10.47381	12.67631	7.18777	1.30953	17.09998	9.9564	7.67258	2.97362	11.47077	2.74904
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.08873	0.12709	0.05539	0.03166	0.00606	0.1786	0.0	0.04333	0.0	0.02229	0.02135	0.24085	0.04182	0.0	0.0	0.4404	2.00114	0.38293	0.06759	0.16967	0.01905	0.01209	0.8149	0.42674	0.00742	0.0	0.19518
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	0.08873	0.12709	0.05539	0.03166	0.00606	0.1786	0.0	0.04333	0.0	0.02229	0.02135	0.24085	0.04182	0.0	0.0	0.4404	2.00114	0.38293	0.06759	0.16967	0.01905	0.01209	0.8149	0.42674	0.00742	0.0	0.19518
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacteriaceae_unclassified	0.01918	0.02884	0.03349	0.03166	0.00606	0.15823	0.0	0.0	0.0	0.01837	0.02135	0.03188	0.04182	0.0	0.0	0.12239	0.77933	0.0	0.0351	0.0747	0.01905	0.01209	0.25491	0.19392	0.00742	0.0	0.06952
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium	0.06954	0.09825	0.0219	0.0	0.0	0.02037	0.0	0.04333	0.0	0.00393	0.0	0.20897	0.0	0.0	0.0	0.31801	1.22181	0.38293	0.03248	0.09497	0.0	0.0	0.55999	0.23283	0.0	0.0	0.12566
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_hominis	0.06954	0.09055	0.0219	0.0	0.0	0.02037	0.0	0.04333	0.0	0.00393	0.0	0.20897	0.0	0.0	0.0	0.26812	0.0	0.38293	0.03248	0.06196	0.0	0.0	0.35244	0.19935	0.0	0.0	0.08231
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_hominis|t__GCF_000160655	0.06954	0.09055	0.0219	0.0	0.0	0.02037	0.0	0.04333	0.0	0.00393	0.0	0.20897	0.0	0.0	0.0	0.26812	0.0	0.38293	0.03248	0.06196	0.0	0.0	0.35244	0.19935	0.0	0.0	0.08231
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_valvarum	0.0	0.0077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04989	1.22181	0.0	0.0	0.03301	0.0	0.0	0.20755	0.03348	0.0	0.0	0.04335
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_valvarum|t__GCF_000239355	0.0	0.0077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04989	1.22181	0.0	0.0	0.03301	0.0	0.0	0.20755	0.03348	0.0	0.0	0.04335
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	9.57713	25.57937	7.00202	17.1232	14.03795	10.32726	3.62801	27.01253	9.58824	23.52739	10.00191	28.0192	14.80297	6.57142	0.94092	4.92251	7.17094	10.09088	12.60872	7.0181	1.29048	17.0879	9.1415	7.24583	2.9662	11.47077	2.55386
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	9.57713	25.57937	7.00202	17.1232	14.03795	10.32726	3.62801	27.01253	9.58824	23.52739	10.00191	28.0192	14.80297	6.57142	0.94092	4.92251	7.17094	10.09088	12.60872	7.0181	1.29048	17.0879	9.1415	7.24583	2.9662	11.47077	2.55386
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus	0.14071	0.44026	0.09898	0.15002	0.17725	0.19737	0.02663	0.05092	0.05904	0.06271	0.0	0.0	0.31651	0.0	0.0	0.02851	0.07444	0.13618	0.04232	0.0	0.0	0.34826	0.18332	0.06006	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_unclassified	0.14071	0.44026	0.09898	0.15002	0.17725	0.19737	0.02663	0.05092	0.05904	0.06271	0.0	0.0	0.31651	0.0	0.0	0.02851	0.07444	0.13618	0.04232	0.0	0.0	0.34826	0.18332	0.06006	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter	0.62636	0.15646	0.65372	0.25031	0.16847	0.08067	0.1803	0.24502	0.27863	0.03073	0.0735	0.74121	0.0	0.25098	0.14461	0.76063	0.809	2.97428	0.35731	0.71644	0.23582	0.192	2.2613	0.35437	0.10139	0.49763	0.04537
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_actinomycetemcomitans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02253	0.0	0.0	0.0	0.0	0.0	0.04801	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_actinomycetemcomitans|t__Aggregatibacter_actinomycetemcomitans_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02253	0.0	0.0	0.0	0.0	0.0	0.04801	0.0	0.0
