ID	H01.metaphlan2.profile	H02.metaphlan2.profile	H03.metaphlan2.profile	H04.metaphlan2.profile	H05.metaphlan2.profile	H06.metaphlan2.profile	H07.metaphlan2.profile	H08.metaphlan2.profile	H09.metaphlan2.profile	H10.metaphlan2.profile	H11.metaphlan2.profile	H12.metaphlan2.profile	H13.metaphlan2.profile	P01.metaphlan2.profile	P02.metaphlan2.profile	P03.metaphlan2.profile	P04.metaphlan2.profile	P05.metaphlan2.profile	P06.metaphlan2.profile	P07.metaphlan2.profile	P08.metaphlan2.profile	P09.metaphlan2.profile	P10.metaphlan2.profile	P11.metaphlan2.profile	P12.metaphlan2.profile	P13.metaphlan2.profile	P14.metaphlan2.profile
#SampleID	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.39375	0.4642	0.52462	0.25554	0.08072	0.95437	0.0	0.85119	0.03432	0.25232	0.06642	0.0	0.0	0.18965	1.98109	1.78094	4.57474	2.17611	1.02966	1.78942	0.60789	0.84491	4.82342	1.95724	0.29697	0.0	0.33246
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0.39375	0.4642	0.52462	0.25554	0.08072	0.95437	0.0	0.85119	0.03432	0.25232	0.06642	0.0	0.0	0.18965	1.98109	1.78094	4.57474	2.17611	1.02966	1.78942	0.60789	0.84491	4.82342	1.95724	0.29697	0.0	0.33246
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga	0.39375	0.4642	0.52462	0.25554	0.06199	0.95437	0.0	0.82598	0.03432	0.25232	0.06642	0.0	0.0	0.18965	1.98109	1.78094	4.57474	2.17611	0.92009	1.78942	0.60789	0.84491	4.82342	1.95724	0.29697	0.0	0.33246
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_gingivalis	0.08634	0.0	0.11679	0.01828	0.00223	0.1567	0.0	0.11476	0.0	0.01113	0.0	0.0	0.0	0.0	0.19789	0.0	0.99596	0.01894	0.06752	0.32494	0.0	0.0	0.37005	0.31721	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_gingivalis|t__GCF_000174755	0.08634	0.0	0.11679	0.01828	0.00223	0.1567	0.0	0.11476	0.0	0.01113	0.0	0.0	0.0	0.0	0.19789	0.0	0.99596	0.01894	0.06752	0.32494	0.0	0.0	0.37005	0.31721	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_granulosa	0.00377	0.00974	0.0	0.0	0.0	0.02678	0.0	0.01921	0.0	0.0	0.0	0.0	0.0	0.0	0.11485	0.35342	0.0	0.09641	0.03253	0.18033	0.0	0.0	0.31573	0.17445	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_granulosa|t__GCF_000411115	0.00377	0.00974	0.0	0.0	0.0	0.02678	0.0	0.01921	0.0	0.0	0.0	0.0	0.0	0.0	0.11485	0.35342	0.0	0.09641	0.03253	0.18033	0.0	0.0	0.31573	0.17445	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_ochracea	0.0	0.0	0.01157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06715	0.04865	0.15109	0.01154	0.02259	0.05483	0.0	0.0	0.51933	0.14225	0.01213	0.0	0.0921
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_ochracea|t__Capnocytophaga_ochracea_unclassified	0.0	0.0	0.01157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06715	0.04865	0.15109	0.01154	0.02259	0.05483	0.0	0.0	0.51933	0.14225	0.01213	0.0	0.0921
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_sp_oral_taxon_329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42769	0.0	0.0	0.79384	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_sp_oral_taxon_329|t__GCF_000213295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42769	0.0	0.0	0.79384	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_unclassified	0.30363	0.45446	0.39626	0.23726	0.05977	0.7709	0.0	0.21239	0.03432	0.24119	0.06642	0.0	0.0	0.18965	1.60119	1.37887	0.0	2.04922	0.79746	0.43548	0.60789	0.84491	3.61831	1.32334	0.28485	0.0	0.24036
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Riemerella	0.0	0.0	0.0	0.0	0.01873	0.0	0.0	0.02521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Riemerella|s__Riemerella_unclassified	0.0	0.0	0.0	0.0	0.01873	0.0	0.0	0.02521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria	0.0295	0.0	0.97414	0.0	0.02534	0.03969	0.0832	0.0474	0.04717	0.00229	0.0	0.0	0.57416	0.59985	0.19845	2.38216	1.02339	0.10514	0.15154	2.71299	0.96669	0.0	3.91582	2.26867	0.20787	0.0	0.15772
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.0295	0.0	0.97414	0.0	0.02534	0.03969	0.0832	0.0474	0.04717	0.00229	0.0	0.0	0.57416	0.59985	0.19845	2.38216	1.02339	0.10514	0.15154	2.71299	0.96669	0.0	3.91582	2.26867	0.20787	0.0	0.15772
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.0295	0.0	0.97414	0.0	0.02534	0.03969	0.0832	0.0474	0.04717	0.00229	0.0	0.0	0.57416	0.59985	0.19845	2.38216	1.02339	0.10514	0.15154	2.71299	0.96669	0.0	3.91582	2.26867	0.20787	0.0	0.15772
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname	0.0295	0.0	0.97414	0.0	0.02534	0.03969	0.0832	0.0474	0.04717	0.00229	0.0	0.0	0.57416	0.59985	0.19845	2.38216	1.02339	0.10514	0.15154	2.71299	0.96669	0.0	3.91582	2.26867	0.20787	0.0	0.15772
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname	0.01981	0.0	0.97414	0.0	0.00801	0.03969	0.0377	0.0474	0.0	0.00229	0.0	0.0	0.53223	0.59985	0.01405	2.38216	0.03779	0.0	0.13091	2.71299	0.46585	0.0	3.91582	2.26867	0.20787	0.0	0.01009
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname_unclassified	0.00969	0.0	0.0	0.0	0.01732	0.0	0.0455	0.0	0.04717	0.0	0.0	0.0	0.04192	0.0	0.1844	0.0	0.98561	0.10514	0.02063	0.0	0.50085	0.0	0.0	0.0	0.0	0.0	0.14764
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname|s__candidate_division_TM7_single_cell_isolate_TM7b	0.00432	0.0	0.44996	0.0	0.00384	0.03969	0.00802	0.03355	0.0	0.00229	0.0	0.0	0.2283	0.26153	0.0	1.34938	0.01022	0.0	0.05741	1.43985	0.11217	0.0	2.02934	1.19023	0.10644	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname|s__candidate_division_TM7_single_cell_isolate_TM7b|t__GCF_000170655	0.00432	0.0	0.44996	0.0	0.00384	0.03969	0.00802	0.03355	0.0	0.00229	0.0	0.0	0.2283	0.26153	0.0	1.34938	0.01022	0.0	0.05741	1.43985	0.11217	0.0	2.02934	1.19023	0.10644	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname|s__candidate_division_TM7_single_cell_isolate_TM7c	0.01549	0.0	0.52418	0.0	0.00417	0.0	0.02968	0.01386	0.0	0.0	0.0	0.0	0.30393	0.33832	0.01405	1.03278	0.02756	0.0	0.0735	1.27314	0.35368	0.0	1.88648	1.07844	0.10142	0.0	0.01009
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname|s__candidate_division_TM7_single_cell_isolate_TM7c|t__GCF_000170675	0.01549	0.0	0.52418	0.0	0.00417	0.0	0.02968	0.01386	0.0	0.0	0.0	0.0	0.30393	0.33832	0.01405	1.03278	0.02756	0.0	0.0735	1.27314	0.35368	0.0	1.88648	1.07844	0.10142	0.0	0.01009
k__Bacteria|p__Firmicutes	20.98962	22.04625	13.9547	20.87833	18.00331	37.49832	42.38844	35.02269	29.01361	13.44432	17.08793	26.50854	39.21901	45.91401	45.81246	37.74857	25.44733	23.99286	25.28325	24.71812	25.24462	33.90632	18.63884	30.93311	42.2596	30.07989	25.15085
k__Bacteria|p__Firmicutes|c__Bacilli	3.78643	10.88164	8.4437	15.29599	12.60483	12.23844	23.73216	26.62709	20.03912	8.8837	7.3001	19.77411	20.60394	19.10481	25.68273	12.10201	15.46765	10.88671	11.75212	3.52781	5.25569	13.81451	8.03979	20.65298	10.99159	18.87002	9.72321
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.49856	0.35573	0.61369	1.87721	0.54444	0.42942	0.24076	1.23232	1.32602	0.33627	0.095	0.34638	1.62962	1.08185	0.17429	0.18955	0.06191	0.71215	1.20182	0.68783	0.30827	0.03833	1.14939	1.24694	0.14551	0.10985	0.26185
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.49856	0.35573	0.61369	1.87721	0.54444	0.42942	0.24076	1.23232	1.32602	0.33627	0.095	0.34638	1.62962	1.08185	0.17429	0.18955	0.06191	0.71215	1.20182	0.68783	0.30827	0.03833	1.14939	1.24694	0.14551	0.10985	0.26185
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella	0.49856	0.35573	0.61369	1.87721	0.54444	0.42942	0.24076	1.23232	1.32602	0.33627	0.095	0.34638	1.62962	1.08185	0.17429	0.18955	0.06191	0.71215	1.20182	0.68783	0.30827	0.03833	1.14939	1.24694	0.14551	0.10985	0.26185
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_haemolysans	0.11141	0.15484	0.33138	1.30482	0.18607	0.07355	0.09081	0.42154	0.73396	0.12248	0.0	0.10702	1.36939	0.21051	0.08939	0.0	0.01184	0.16843	0.35501	0.071	0.19517	0.0	0.14732	0.25871	0.0	0.0	0.13892
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_haemolysans|t__Gemella_haemolysans_unclassified	0.11141	0.15484	0.33138	1.30482	0.18607	0.07355	0.09081	0.42154	0.73396	0.12248	0.0	0.10702	1.36939	0.21051	0.08939	0.0	0.01184	0.16843	0.35501	0.071	0.19517	0.0	0.14732	0.25871	0.0	0.0	0.13892
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_morbillorum	0.26593	0.04141	0.06955	0.00279	0.07085	0.0	0.06719	0.33819	0.24815	0.03468	0.0	0.0	0.0	0.60856	0.04058	0.18955	0.0	0.54372	0.20739	0.38353	0.04522	0.0	1.00207	0.59617	0.00756	0.0	0.04137
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_morbillorum|t__GCF_000185645	0.26593	0.04141	0.06955	0.00279	0.07085	0.0	0.06719	0.33819	0.24815	0.03468	0.0	0.0	0.0	0.60856	0.04058	0.18955	0.0	0.54372	0.20739	0.38353	0.04522	0.0	1.00207	0.59617	0.00756	0.0	0.04137
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_sanguinis	0.12122	0.15947	0.07476	0.12974	0.28752	0.13982	0.0116	0.47259	0.19915	0.17911	0.08865	0.0	0.24308	0.26278	0.0	0.0	0.01966	0.0	0.63942	0.2333	0.0	0.0	0.0	0.39206	0.13795	0.0	0.08155
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_sanguinis|t__GCF_000204335	0.12122	0.15947	0.07476	0.12974	0.28752	0.13982	0.0116	0.47259	0.19915	0.17911	0.08865	0.0	0.24308	0.26278	0.0	0.0	0.01966	0.0	0.63942	0.2333	0.0	0.0	0.0	0.39206	0.13795	0.0	0.08155
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_unclassified	0.0	0.0	0.138	0.43986	0.0	0.21606	0.07116	0.0	0.14476	0.0	0.00635	0.23936	0.01715	0.0	0.04432	0.0	0.03041	0.0	0.0	0.0	0.06788	0.03833	0.0	0.0	0.0	0.10985	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	3.28786	10.52591	7.83	13.41878	12.06039	11.80901	23.4914	25.39477	18.7131	8.54743	7.2051	19.42773	18.97431	18.02296	25.50844	11.91246	15.40575	10.17456	10.5503	2.83998	4.94741	13.77619	6.8904	19.40604	10.84607	18.76017	9.46136
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	0.0	0.0	0.08024	0.0	0.0	0.0	0.0	0.0	0.00125	0.00351	0.0	0.0	0.0	0.17899	0.0	0.0	0.0	0.0	0.03124	0.0	0.0	0.0	0.12439	0.39929	0.0	0.0	0.02507
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia	0.0	0.0	0.08024	0.0	0.0	0.0	0.0	0.0	0.00125	0.00351	0.0	0.0	0.0	0.17899	0.0	0.0	0.0	0.0	0.03124	0.0	0.0	0.0	0.12439	0.39929	0.0	0.0	0.02507
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_defectiva	0.0	0.0	0.08024	0.0	0.0	0.0	0.0	0.0	0.00125	0.00351	0.0	0.0	0.0	0.17899	0.0	0.0	0.0	0.0	0.03124	0.0	0.0	0.0	0.12439	0.39929	0.0	0.0	0.02507
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_defectiva|t__GCF_000160075	0.0	0.0	0.08024	0.0	0.0	0.0	0.0	0.0	0.00125	0.00351	0.0	0.0	0.0	0.17899	0.0	0.0	0.0	0.0	0.03124	0.0	0.0	0.0	0.12439	0.39929	0.0	0.0	0.02507
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.69977	0.90352	1.22303	2.55724	1.52246	0.47279	1.66057	1.81445	3.63933	2.151	0.3173	0.67778	3.88917	1.3508	1.47299	0.15305	1.259	0.33279	2.6038	0.39054	0.2716	1.10644	0.75884	1.49846	0.30605	1.18902	4.35136
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0.69977	0.90352	1.22303	2.55724	1.52246	0.47279	1.66057	1.81445	3.63933	2.151	0.3173	0.67778	3.88917	1.3508	1.47299	0.15305	1.259	0.33279	2.6038	0.39054	0.2716	1.10644	0.75884	1.49846	0.30605	1.18902	4.35136
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens	0.25716	0.28041	0.34077	0.50213	0.49522	0.19567	0.962	1.34919	1.1853	0.63159	0.06952	0.06585	0.29693	1.19902	1.4699	0.01181	1.259	0.2048	0.21654	0.15907	0.0	0.10289	0.28665	0.53485	0.10915	0.5517	0.12779
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens|t__GCF_000160675	0.25716	0.28041	0.34077	0.50213	0.49522	0.19567	0.962	1.34919	1.1853	0.63159	0.06952	0.06585	0.29693	1.19902	1.4699	0.01181	1.259	0.2048	0.21654	0.15907	0.0	0.10289	0.28665	0.53485	0.10915	0.5517	0.12779
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans	0.28802	0.0644	0.39183	1.42778	0.31217	0.0	0.00374	0.03917	0.78399	0.09991	0.0	0.14317	1.9601	0.0	0.00309	0.0	0.0	0.0	1.90669	0.0533	0.24912	0.38203	0.19686	0.04797	0.0	0.0	4.22357
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans|t__GCF_000162475	0.28802	0.0644	0.39183	1.42778	0.31217	0.0	0.00374	0.03917	0.78399	0.09991	0.0	0.14317	1.9601	0.0	0.00309	0.0	0.0	0.0	1.90669	0.0533	0.24912	0.38203	0.19686	0.04797	0.0	0.0	4.22357
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified	0.15458	0.55871	0.49043	0.62733	0.71506	0.27712	0.69483	0.42609	1.67004	1.4195	0.24778	0.46876	1.63214	0.15178	0.0	0.14124	0.0	0.12799	0.48056	0.17818	0.02248	0.62152	0.27533	0.91563	0.1969	0.63732	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.0	0.00091	0.0	0.0	0.0	0.0	0.24095	0.0	0.0	0.0	0.0	0.0	0.0	0.23212	0.0	0.02802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.0	0.00091	0.0	0.0	0.0	0.0	0.24095	0.0	0.0	0.0	0.0	0.0	0.0	0.23212	0.0	0.02802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum|t__Lactobacillus_fermentum_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri	0.0	0.0	0.0	0.0	0.0	0.0	0.20394	0.0	0.0	0.0	0.0	0.0	0.0	0.0618	0.0	0.02802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri|t__Lactobacillus_gasseri_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.20394	0.0	0.0	0.0	0.0	0.0	0.0	0.0618	0.0	0.02802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gastricus	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gastricus|t__GCF_000247775	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_iners	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_iners|t__Lactobacillus_iners_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_vaginalis	0.0	0.0	0.0	0.0	0.0	0.0	0.03701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_vaginalis|t__GCF_000159435	0.0	0.0	0.0	0.0	0.0	0.0	0.03701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2.58809	9.62148	6.52673	10.86154	10.53793	11.33622	21.58987	23.58032	15.07252	6.39293	6.8878	18.74995	15.08515	16.26105	24.03545	11.7314	14.14675	9.84177	7.91527	2.44944	4.67581	12.66975	6.00717	17.50829	10.54002	17.57115	5.08493
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	2.58809	9.62148	6.52673	10.86154	10.53793	11.33622	21.58987	23.58032	15.07252	6.39293	6.8878	18.74995	15.08515	16.26105	24.03545	11.7314	14.14675	9.84177	7.91527	2.44944	4.67581	12.66975	6.00717	17.50829	10.54002	17.57115	5.08493
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus	0.03145	0.01577	0.0	0.0	0.0	0.0	0.147	0.01726	0.15954	0.0	0.0	0.0	0.0	0.92037	3.22874	0.17277	0.0	0.08069	0.03422	0.0	0.66053	0.0	0.11666	0.30436	0.03006	0.0	0.18226
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus|t__Streptococcus_anginosus_unclassified	0.03145	0.01577	0.0	0.0	0.0	0.0	0.147	0.01726	0.15954	0.0	0.0	0.0	0.0	0.92037	3.22874	0.17277	0.0	0.08069	0.03422	0.0	0.66053	0.0	0.11666	0.30436	0.03006	0.0	0.18226
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis	0.37455	0.17721	1.16168	1.89426	0.77024	1.68463	0.33982	2.07212	0.50415	0.64216	2.08615	3.21088	1.87372	0.42225	0.00741	0.0	0.77475	0.32533	0.74616	0.25072	0.0	0.01606	0.64951	0.61243	0.28448	3.48631	0.3149
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis|t__Streptococcus_australis_unclassified	0.37455	0.17721	1.16168	1.89426	0.77024	1.68463	0.33982	2.07212	0.50415	0.64216	2.08615	3.21088	1.87372	0.42225	0.00741	0.0	0.77475	0.32533	0.74616	0.25072	0.0	0.01606	0.64951	0.61243	0.28448	3.48631	0.3149
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus	0.15054	0.0	0.0	0.0	0.0	0.80696	0.0212	0.05323	0.24914	0.0	0.0	0.0	0.0	0.01543	0.0	0.04872	0.0	0.11408	0.0	0.13246	0.03041	0.0	0.03707	0.35067	0.07771	0.0	0.16056
